id,category,category,category,category,category
14240,cs,,cs,cs,cs
14241,cs,,cs,cs,cs
14242,stat,,cs,stat,stat
14243,physics,,physics,physics,physics
14244,physics,,physics,physics,physics
14245,math,,math,math,math
14246,cs,,cs,cs,cs
14247,cs,,cs,cs,cs
14248,physics,,physics,physics,physics
14249,physics,,stat,cs,stat
14250,math,,math,math,math
14251,cs,,cs,cs,cs
14252,math,,math,math,math
14253,physics,,physics,physics,physics
14254,physics,,physics,physics,physics
14255,math,,math,math,math
14256,stat,,stat,cs,stat
14257,math,,math,stat,cs
14258,physics,,physics,physics,physics
14259,math,,math,math,math
14260,math,,math,math,math
14261,math,,math,math,math
14262,physics,,physics,physics,physics
14263,cs,,cs,cs,cs
14264,cs,,cs,cs,cs
14265,math,,math,math,math
14266,physics,,cs,cs,cs
14267,math,,math,math,math
14268,math,,math,math,math
14269,cs,,cs,cs,stat
14270,physics,,physics,physics,physics
14271,cs,,cs,cs,cs
14272,cs,,math,cs,cs
14273,math,,math,math,math
14274,stat,,cs,stat,stat
14275,stat,,stat,stat,stat
14276,physics,,physics,physics,physics
14277,math,,math,math,math
14278,math,,math,math,math
14279,physics,,physics,physics,physics
14280,cs,,cs,cs,cs
14281,math,,math,math,math
14282,physics,,physics,physics,physics
14283,math,,math,math,math
14284,stat,,stat,math,stat
14285,cs,,cs,cs,cs
14286,cs,,cs,cs,cs
14287,stat,,stat,physics,cs
14288,cs,,cs,cs,cs
14289,math,,math,cs,math
14290,cs,,cs,cs,cs
14291,math,,cs,math,math
14292,physics,,physics,physics,physics
14293,stat,,stat,stat,stat
14294,physics,,physics,physics,physics
14295,stat,,stat,stat,stat
14296,physics,,physics,physics,physics
14297,math,,math,math,math
14298,stat,,stat,stat,stat
14299,cs,,cs,cs,cs
14300,math,,math,math,math
14301,math,,math,math,math
14302,cs,,stat,stat,cs
14303,math,,math,math,math
14304,physics,,physics,physics,physics
14305,cs,,stat,cs,stat
14306,physics,,physics,physics,physics
14307,math,,math,math,math
14308,physics,,physics,physics,physics
14309,cs,,stat,cs,stat
14310,physics,,physics,physics,physics
14311,stat,,cs,cs,physics
14312,cs,,stat,cs,cs
14313,cs,,cs,cs,cs
14314,cs,,cs,cs,cs
14315,cs,,cs,cs,cs
14316,cs,,stat,cs,cs
14317,cs,,math,cs,cs
14318,cs,,stat,stat,cs
14319,physics,,math,math,math
14320,cs,,math,cs,cs
14321,cs,,cs,cs,cs
14322,stat,,stat,cs,stat
14323,cs,,cs,cs,cs
14324,physics,,stat,math,physics
14325,cs,,cs,cs,cs
14326,cs,,cs,cs,cs
14327,physics,,physics,physics,physics
14328,math,,math,math,physics
14329,physics,,stat,physics,physics
14330,cs,,cs,cs,cs
14331,cs,,cs,cs,cs
14332,physics,,physics,physics,physics
14333,cs,,cs,cs,cs
14334,physics,,physics,physics,physics
14335,cs,,cs,stat,cs
14336,stat,,stat,cs,stat
14337,cs,,cs,cs,stat
14338,stat,,stat,stat,stat
14339,math,,math,math,math
14340,cs,,stat,cs,stat
14341,physics,,physics,physics,physics
14342,physics,,physics,physics,physics
14343,cs,,stat,cs,cs
14344,stat,,cs,cs,stat
14345,cs,,cs,cs,cs
14346,math,,math,math,math
14347,stat,,stat,stat,stat
14348,cs,,cs,cs,cs
14349,cs,,stat,cs,cs
14350,cs,,cs,cs,cs
14351,physics,,physics,physics,physics
14352,physics,,physics,physics,physics
14353,cs,,cs,cs,cs
14354,cs,,stat,cs,stat
14355,math,,math,math,math
14356,math,,math,math,math
14357,physics,,physics,physics,physics
14358,physics,,physics,physics,physics
14359,math,,math,math,math
14360,stat,,cs,cs,stat
14361,math,,math,math,math
14362,cs,,cs,cs,cs
14363,math,,math,math,math
14364,math,,math,math,math
14365,physics,,physics,physics,physics
14366,cs,,cs,cs,cs
14367,cs,,cs,cs,cs
14368,physics,,physics,physics,physics
14369,stat,,stat,cs,stat
14370,physics,,physics,physics,physics
14371,stat,,stat,stat,stat
14372,stat,,stat,stat,stat
14373,math,,math,math,math
14374,cs,,stat,stat,stat
14375,physics,,physics,physics,physics
14376,cs,,cs,cs,cs
14377,cs,,cs,cs,cs
14378,math,,math,math,math
14379,math,,math,math,math
14380,cs,,cs,cs,cs
14381,cs,,cs,cs,cs
14382,cs,,cs,cs,cs
14383,cs,,cs,cs,cs
14384,physics,,physics,physics,physics
14385,math,,math,cs,math
14386,cs,,cs,cs,cs
14387,cs,,cs,cs,cs
14388,stat,,stat,stat,stat
14389,cs,,cs,cs,cs
14390,stat,,math,math,math
14391,math,,math,math,math
14392,math,,math,math,math
14393,stat,,stat,stat,stat
14394,cs,,cs,stat,stat
14395,cs,,cs,cs,cs
14396,physics,,math,physics,physics
14397,math,,math,math,math
14398,cs,,stat,cs,cs
14399,physics,,cs,physics,physics
14400,cs,,cs,cs,cs
14401,cs,,cs,cs,cs
14402,cs,,cs,cs,cs
14403,physics,,physics,physics,physics
14404,math,,math,math,math
14405,stat,,stat,stat,stat
14406,stat,,stat,stat,stat
14407,math,,math,math,math
14408,math,,math,stat,math
14409,cs,,cs,cs,cs
14410,cs,,cs,cs,cs
14411,cs,,cs,cs,cs
14412,math,,math,math,math
14413,math,,math,math,math
14414,cs,,cs,math,cs
14415,math,,math,math,math
14416,physics,,stat,physics,physics
14417,physics,,physics,physics,physics
14418,math,,math,math,math
14419,cs,,stat,cs,stat
14420,physics,,physics,physics,physics
14421,stat,,cs,stat,physics
14422,stat,,math,cs,stat
14423,math,,math,math,math
14424,math,,math,math,math
14425,math,,math,math,math
14426,stat,,stat,stat,stat
14427,stat,,stat,stat,stat
14428,math,,math,math,math
14429,math,,math,cs,math
14430,cs,,cs,cs,cs
14431,cs,,cs,cs,cs
14432,math,,cs,cs,cs
14433,math,,math,math,math
14434,stat,,stat,stat,stat
14435,cs,,stat,stat,cs
14436,cs,,cs,cs,cs
14437,stat,,stat,stat,stat
14438,cs,,cs,cs,cs
14439,stat,,stat,stat,stat
14440,math,,math,math,math
14441,cs,,cs,cs,cs
14442,math,,math,math,math
14443,stat,,stat,stat,stat
14444,cs,,cs,cs,cs
14445,math,,cs,math,cs
14446,stat,,stat,stat,stat
14447,math,,math,math,math
14448,physics,,physics,math,physics
14449,cs,,cs,cs,cs
14450,math,,math,math,math
14451,math,,math,math,math
14452,stat,,math,math,stat
14453,cs,,cs,cs,cs
14454,cs,,cs,cs,cs
14455,stat,,stat,stat,stat
14456,stat,,math,math,stat
14457,math,,math,math,math
14458,cs,,cs,cs,cs
14459,math,,math,cs,math
14460,stat,,stat,stat,stat
14461,math,,math,physics,math
14462,math,,math,math,math
14463,physics,,physics,physics,physics
14464,stat,,stat,stat,stat
14465,math,,math,math,math
14466,cs,,cs,cs,cs
14467,math,,math,math,math
14468,stat,,stat,stat,stat
14469,math,,math,math,math
14470,math,,math,stat,math
14471,physics,,physics,physics,physics
14472,stat,,stat,cs,cs
14473,math,,math,math,math
14474,stat,,stat,cs,stat
14475,cs,,stat,stat,stat
14476,physics,,physics,physics,physics
14477,physics,,physics,physics,physics
14478,cs,,cs,cs,cs
14479,math,,math,math,math
14480,physics,,physics,physics,physics
14481,math,,math,math,math
14482,stat,,stat,math,stat
14483,cs,,cs,cs,cs
14484,math,,math,math,math
14485,cs,,cs,cs,cs
14486,cs,,cs,math,math
14487,stat,,stat,stat,stat
14488,stat,,math,math,stat
14489,stat,,stat,stat,stat
14490,stat,,cs,cs,stat
14491,cs,,cs,cs,cs
14492,math,,math,math,math
14493,physics,,physics,physics,physics
14494,cs,,cs,cs,cs
14495,stat,,stat,math,stat
14496,stat,,stat,stat,stat
14497,stat,,stat,stat,stat
14498,physics,,physics,physics,physics
14499,math,,math,math,math
14500,math,,math,math,math
14501,cs,,stat,stat,stat
14502,physics,,math,math,physics
14503,physics,,physics,physics,physics
14504,stat,,cs,stat,stat
14505,cs,,cs,cs,cs
14506,math,,math,math,math
14507,physics,,physics,physics,physics
14508,physics,,physics,physics,physics
14509,physics,,physics,physics,physics
14510,cs,,cs,cs,cs
14511,physics,,physics,physics,physics
14512,math,,math,math,math
14513,cs,,cs,cs,cs
14514,cs,,cs,cs,cs
14515,math,,math,math,math
14516,cs,,stat,cs,cs
14517,math,,math,math,math
14518,math,,math,math,math
14519,cs,,cs,cs,cs
14520,cs,,cs,cs,cs
14521,math,,math,math,math
14522,cs,,cs,cs,cs
14523,stat,,stat,cs,stat
14524,stat,,stat,stat,stat
14525,physics,,physics,physics,physics
14526,cs,,cs,stat,cs
14527,math,,math,math,math
14528,physics,,physics,physics,physics
14529,stat,,stat,stat,stat
14530,math,,math,math,math
14531,math,,math,math,math
14532,cs,,cs,cs,cs
14533,cs,,cs,cs,cs
14534,cs,,cs,cs,cs
14535,stat,,stat,cs,physics
14536,math,,math,math,math
14537,cs,,cs,cs,cs
14538,math,,math,math,math
14539,cs,,stat,stat,stat
14540,cs,,cs,cs,cs
14541,stat,,stat,stat,stat
14542,cs,,cs,cs,cs
14543,math,,math,math,math
14544,cs,,stat,cs,cs
14545,math,,math,math,math
14546,math,,math,math,math
14547,math,,math,math,math
14548,math,,stat,cs,math
14549,physics,,physics,physics,physics
14550,cs,,stat,cs,cs
14551,physics,,physics,physics,physics
14552,stat,,stat,stat,stat
14553,math,,math,math,math
14554,stat,,stat,cs,stat
14555,math,,math,math,math
14556,cs,,cs,cs,cs
14557,math,,math,math,math
14558,math,,math,math,math
14559,math,,math,math,math
14560,physics,,physics,physics,physics
14561,physics,,physics,physics,physics
14562,stat,,stat,cs,cs
14563,math,,math,math,math
14564,physics,,physics,physics,physics
14565,math,,math,math,math
14566,math,,math,math,math
14567,math,,math,math,math
14568,math,,math,math,math
14569,physics,,physics,physics,physics
14570,cs,,cs,cs,cs
14571,math,,stat,stat,stat
14572,physics,,physics,physics,physics
14573,cs,,cs,physics,cs
14574,math,,math,stat,physics
14575,math,,math,math,math
14576,math,,math,math,math
14577,math,,math,math,math
14578,cs,,cs,cs,cs
14579,math,,math,math,math
14580,physics,,physics,physics,physics
14581,cs,,cs,cs,cs
14582,cs,,cs,cs,cs
14583,math,,math,math,math
14584,cs,,cs,cs,cs
14585,stat,,stat,stat,stat
14586,cs,,math,math,cs
14587,cs,,stat,stat,cs
14588,cs,,cs,cs,stat
14589,cs,,cs,cs,cs
14590,cs,,cs,cs,cs
14591,cs,,stat,cs,cs
14592,cs,,cs,cs,cs
14593,math,,cs,math,math
14594,cs,,math,math,cs
14595,physics,,physics,physics,physics
14596,math,,math,math,math
14597,math,,math,math,math
14598,physics,,physics,physics,physics
14599,math,,cs,math,math
14600,cs,,cs,cs,cs
14601,cs,,cs,stat,cs
14602,cs,,cs,cs,cs
14603,physics,,cs,cs,cs
14604,physics,,physics,physics,physics
14605,stat,,stat,stat,stat
14606,physics,,physics,physics,physics
14607,stat,,stat,stat,stat
14608,physics,,cs,cs,physics
14609,physics,,physics,physics,physics
14610,cs,,cs,cs,cs
14611,math,,math,math,math
14612,math,,math,math,math
14613,math,,math,math,math
14614,cs,,math,cs,cs
14615,stat,,cs,stat,stat
14616,math,,math,physics,math
14617,physics,,physics,physics,physics
14618,stat,,cs,cs,cs
14619,cs,,cs,cs,cs
14620,cs,,stat,cs,cs
14621,math,,math,math,math
14622,cs,,cs,cs,cs
14623,math,,math,math,math
14624,physics,,physics,physics,physics
14625,cs,,cs,cs,cs
14626,math,,math,math,math
14627,cs,,cs,cs,cs
14628,math,,math,math,math
14629,math,,math,math,math
14630,cs,,cs,cs,cs
14631,physics,,physics,physics,physics
14632,cs,,cs,cs,cs
14633,math,,math,math,math
14634,cs,,cs,cs,cs
14635,math,,math,math,math
14636,math,,math,stat,math
14637,stat,,stat,cs,stat
14638,cs,,cs,cs,cs
14639,physics,,physics,physics,physics
14640,stat,,stat,math,stat
14641,stat,,cs,cs,stat
14642,math,,math,math,math
14643,math,,math,math,math
14644,math,,math,math,math
14645,cs,,cs,cs,cs
14646,math,,math,math,math
14647,cs,,cs,cs,cs
14648,physics,,physics,physics,physics
14649,physics,,physics,physics,physics
14650,cs,,cs,cs,cs
14651,physics,,physics,physics,physics
14652,math,,math,math,math
14653,math,,math,math,math
14654,physics,,physics,physics,physics
14655,cs,,stat,stat,cs
14656,physics,,physics,physics,physics
14657,cs,,cs,cs,cs
14658,cs,,cs,cs,cs
14659,stat,,stat,cs,cs
14660,math,,math,math,math
14661,math,,math,cs,cs
14662,stat,,stat,stat,stat
14663,math,,math,math,math
14664,cs,,cs,cs,cs
14665,math,,math,math,math
14666,math,,math,math,math
14667,math,,math,math,math
14668,math,,math,math,math
14669,cs,,cs,physics,cs
14670,math,,math,math,math
14671,cs,,stat,stat,stat
14672,stat,,cs,cs,stat
14673,math,,math,math,math
14674,physics,,physics,physics,physics
14675,cs,,cs,cs,cs
14676,cs,,cs,cs,cs
14677,math,,math,math,math
14678,math,,math,math,math
14679,math,,math,math,math
14680,cs,,cs,cs,cs
14681,physics,,physics,physics,physics
14682,math,,math,math,math
14683,math,,math,cs,math
14684,stat,,stat,stat,stat
14685,stat,,stat,stat,stat
14686,math,,math,math,math
14687,math,,math,math,math
14688,cs,,cs,cs,cs
14689,math,,cs,math,math
14690,math,,math,math,math
14691,physics,,physics,physics,physics
14692,stat,,stat,stat,stat
14693,math,,math,math,math
14694,physics,,physics,physics,physics
14695,math,,math,math,math
14696,stat,,stat,stat,stat
14697,physics,,physics,physics,physics
14698,cs,,cs,cs,cs
14699,math,,math,cs,math
14700,stat,,stat,cs,stat
14701,cs,,cs,cs,cs
14702,math,,math,math,math
14703,physics,,physics,physics,physics
14704,cs,,cs,cs,cs
14705,cs,,stat,cs,cs
14706,stat,,stat,stat,stat
14707,cs,,cs,cs,cs
14708,physics,,physics,physics,physics
14709,math,,math,math,math
14710,physics,,physics,physics,physics
14711,math,,math,math,math
14712,physics,,physics,physics,physics
14713,math,,math,math,math
14714,physics,,math,math,math
14715,stat,,stat,stat,stat
14716,math,,math,math,math
14717,cs,,cs,cs,cs
14718,cs,,stat,cs,cs
14719,math,,stat,math,math
14720,math,,math,math,math
14721,physics,,physics,physics,physics
14722,math,,cs,math,math
14723,stat,,stat,stat,stat
14724,math,,math,math,math
14725,cs,,cs,cs,cs
14726,physics,,stat,physics,physics
14727,math,,math,math,math
14728,cs,,stat,stat,stat
14729,cs,,cs,cs,cs
14730,stat,,stat,stat,stat
14731,math,,math,math,math
14732,cs,,cs,cs,cs
14733,physics,,cs,physics,physics
14734,cs,,cs,cs,cs
14735,math,,math,math,math
14736,math,,math,math,math
14737,cs,,cs,cs,cs
14738,physics,,physics,physics,physics
14739,math,,math,math,math
14740,physics,,physics,math,physics
14741,physics,,physics,physics,physics
14742,cs,,cs,cs,cs
14743,physics,,physics,physics,physics
14744,math,,math,math,math
14745,physics,,physics,physics,physics
14746,math,,cs,cs,math
14747,math,,math,math,math
14748,math,,math,math,math
14749,stat,,stat,stat,stat
14750,physics,,physics,physics,physics
14751,cs,,cs,cs,cs
14752,physics,,physics,physics,physics
14753,cs,,cs,cs,cs
14754,math,,math,math,math
14755,cs,,cs,cs,cs
14756,cs,,cs,cs,cs
14757,math,,math,math,math
14758,cs,,cs,cs,cs
14759,math,,math,cs,math
14760,physics,,physics,physics,physics
14761,stat,,stat,math,stat
14762,stat,,stat,stat,stat
14763,cs,,cs,cs,cs
14764,math,,math,math,math
14765,math,,math,math,math
14766,math,,math,math,math
14767,cs,,cs,cs,cs
14768,math,,cs,cs,math
14769,physics,,physics,physics,physics
14770,cs,,cs,cs,cs
14771,cs,,stat,stat,stat
14772,stat,,stat,math,stat
14773,cs,,cs,cs,cs
14774,physics,,physics,physics,physics
14775,cs,,cs,cs,cs
14776,math,,math,math,math
14777,stat,,stat,stat,stat
14778,math,,math,math,math
14779,stat,,stat,stat,stat
14780,physics,,physics,physics,physics
14781,physics,,physics,physics,physics
14782,physics,,physics,physics,physics
14783,cs,,cs,cs,cs
14784,stat,,stat,stat,stat
14785,math,,math,math,math
14786,physics,,math,physics,physics
14787,cs,,cs,cs,cs
14788,physics,,physics,physics,physics
14789,math,,stat,math,math
14790,physics,,physics,physics,physics
14791,cs,,stat,cs,cs
14792,physics,,physics,physics,physics
14793,physics,,physics,physics,physics
14794,cs,,physics,stat,physics
14795,physics,,physics,physics,physics
14796,cs,,cs,cs,cs
14797,stat,,stat,stat,stat
14798,stat,,stat,stat,stat
14799,math,,math,math,math
14800,stat,,stat,stat,stat
14801,stat,,stat,cs,stat
14802,math,,math,math,math
14803,cs,,cs,cs,cs
14804,physics,,math,math,math
14805,stat,,stat,cs,stat
14806,math,,math,math,math
14807,math,,cs,cs,math
14808,math,,math,math,math
14809,physics,,physics,physics,physics
14810,stat,,cs,cs,stat
14811,physics,,physics,physics,physics
14812,stat,,cs,cs,cs
14813,physics,,physics,physics,physics
14814,math,,math,math,math
14815,stat,,stat,stat,stat
14816,cs,,math,math,cs
14817,math,,math,math,math
14818,physics,,physics,physics,physics
14819,stat,,stat,stat,stat
14820,cs,,cs,cs,cs
14821,physics,,physics,physics,physics
14822,stat,,stat,stat,stat
14823,math,,math,math,math
14824,physics,,physics,physics,physics
14825,math,,math,math,math
14826,math,,math,math,math
14827,cs,,stat,stat,stat
14828,cs,,cs,cs,cs
14829,cs,,math,math,math
14830,cs,,stat,stat,stat
14831,cs,,cs,cs,cs
14832,physics,,math,physics,math
14833,physics,,physics,cs,physics
14834,physics,,physics,physics,physics
14835,physics,,physics,physics,physics
14836,cs,,cs,cs,cs
14837,stat,,stat,math,stat
14838,math,,math,math,math
14839,cs,,cs,cs,cs
14840,physics,,stat,cs,physics
14841,physics,,physics,physics,physics
14842,cs,,cs,cs,cs
14843,math,,math,math,math
14844,physics,,physics,physics,physics
14845,math,,math,math,math
14846,cs,,cs,cs,stat
14847,math,,math,math,math
14848,physics,,physics,physics,physics
14849,math,,math,math,math
14850,cs,,stat,cs,cs
14851,cs,,cs,cs,cs
14852,math,,math,math,math
14853,cs,,math,cs,cs
14854,cs,,cs,cs,cs
14855,stat,,stat,stat,stat
14856,cs,,cs,cs,cs
14857,cs,,cs,cs,cs
14858,stat,,stat,stat,stat
14859,stat,,stat,stat,stat
14860,physics,,physics,physics,physics
14861,cs,,cs,cs,cs
14862,cs,,cs,stat,cs
14863,cs,,cs,cs,cs
14864,cs,,cs,cs,cs
14865,math,,math,math,math
14866,stat,,stat,stat,stat
14867,math,,math,stat,math
14868,math,,math,math,math
14869,physics,,physics,physics,physics
14870,cs,,cs,cs,cs
14871,math,,math,math,math
14872,physics,,physics,physics,physics
14873,cs,,cs,cs,cs
14874,physics,,physics,physics,physics
14875,physics,,physics,physics,physics
14876,cs,,cs,cs,cs
14877,math,,math,math,math
14878,cs,,cs,cs,cs
14879,physics,,physics,physics,physics
14880,math,,math,math,math
14881,stat,,stat,stat,stat
14882,cs,,cs,cs,cs
14883,math,,math,math,math
14884,physics,,physics,physics,physics
14885,cs,,cs,cs,cs
14886,physics,,physics,physics,physics
14887,physics,,physics,physics,physics
14888,cs,,cs,cs,cs
14889,cs,,stat,cs,stat
14890,physics,,physics,physics,physics
14891,cs,,cs,cs,cs
14892,cs,,cs,cs,cs
14893,math,,math,cs,math
14894,cs,,cs,cs,cs
14895,cs,,cs,cs,cs
14896,physics,,physics,physics,physics
14897,cs,,cs,cs,cs
14898,physics,,math,physics,physics
14899,stat,,stat,cs,stat
14900,math,,math,math,math
14901,math,,math,math,math
14902,stat,,stat,stat,stat
14903,physics,,physics,physics,physics
14904,physics,,math,physics,physics
14905,math,,stat,cs,math
14906,physics,,physics,physics,physics
14907,physics,,physics,physics,physics
14908,math,,math,math,math
14909,math,,math,math,math
14910,cs,,cs,cs,cs
14911,math,,math,math,math
14912,cs,,cs,cs,cs
14913,physics,,physics,physics,physics
14914,cs,,cs,cs,cs
14915,stat,,stat,cs,stat
14916,cs,,stat,stat,cs
14917,stat,,stat,stat,stat
14918,cs,,cs,cs,cs
14919,math,,math,math,math
14920,cs,,stat,stat,stat
14921,math,,math,math,math
14922,physics,,stat,physics,physics
14923,math,,math,math,math
14924,cs,,cs,cs,cs
14925,physics,,physics,physics,physics
14926,physics,,physics,physics,physics
14927,cs,,cs,cs,cs
14928,cs,,math,math,cs
14929,math,,math,math,math
14930,physics,,physics,physics,physics
14931,cs,,cs,cs,cs
14932,cs,,cs,cs,cs
14933,cs,,cs,cs,cs
14934,cs,,cs,cs,cs
14935,cs,,cs,cs,cs
14936,cs,,cs,cs,cs
14937,math,,cs,cs,math
14938,math,,cs,cs,cs
14939,stat,,stat,stat,stat
14940,stat,,math,stat,stat
14941,math,,math,math,math
14942,physics,,physics,physics,physics
14943,math,,math,math,math
14944,math,,math,math,math
14945,physics,,physics,physics,physics
14946,stat,,stat,stat,stat
14947,stat,,cs,cs,cs
14948,physics,,physics,physics,physics
14949,physics,,physics,physics,physics
14950,cs,,cs,cs,cs
14951,math,,math,math,math
14952,cs,,cs,cs,cs
14953,math,,math,math,math
14954,cs,,cs,cs,cs
14955,physics,,physics,physics,physics
14956,math,,math,math,math
14957,cs,,cs,cs,cs
14958,cs,,cs,cs,cs
14959,stat,,math,stat,stat
14960,math,,math,math,math
14961,physics,,physics,physics,physics
14962,physics,,physics,physics,physics
14963,stat,,stat,cs,stat
14964,physics,,physics,physics,physics
14965,cs,,stat,cs,math
14966,math,,math,math,math
14967,cs,,cs,cs,cs
14968,math,,math,math,math
14969,cs,,cs,cs,cs
14970,math,,math,math,math
14971,cs,,math,math,math
14972,physics,,physics,physics,physics
14973,physics,,physics,physics,physics
14974,cs,,cs,cs,cs
14975,cs,,cs,cs,cs
14976,stat,,stat,stat,stat
14977,math,,math,math,math
14978,cs,,cs,cs,cs
14979,math,,math,math,math
14980,cs,,cs,cs,cs
14981,physics,,physics,physics,physics
14982,cs,,stat,cs,cs
14983,math,,math,math,math
14984,physics,,physics,physics,physics
14985,cs,,cs,cs,cs
14986,physics,,physics,physics,physics
14987,stat,,stat,cs,stat
14988,cs,,cs,cs,cs
